5497896	1361352	1357974	1392428	1386142	303709	370787	283805	303691	254347	303542	316424	384366	319779	303519	444398	275527	384157	280832	399525	273257	16552932.00	50.53878792905504	1698713321.29
5498046	1361379	1358057	1392460	1386150	303713	370806	283807	303691	254364	303571	316417	384384	319790	303526	444406	275534	384150	280833	399531	273264	16553312.00	50.538136639817125	1698759873.94
5497158	1361102	1357696	1392320	1386040	303647	370687	283769	303670	254275	303479	316363	384313	319743	303483	444381	275514	384108	280781	399525	273253	16551036.00	50.541752665650144	1698485403.17
5498316	1361474	1358146	1392497	1386199	303743	370837	283812	303712	254385	303597	316444	384396	319801	303544	444399	275546	384174	280845	399536	273270	16554024.00	50.537219032154574	1698843052.28
942	213	225	277	227	53	49	44	50	42	51	34	74	51	58	94	60	50	43	85	39	2892.00	53.503184713375795	292008.77
2817	648	599	832	738	145	145	136	163	84	86	167	245	203	180	255	170	157	171	257	134	8774.00	55.73304934327299	872503.03
495	92	139	139	125	19	31	14	22	25	31	30	47	23	31	50	30	19	40	43	20	1518.00	53.333333333333336	153023.21
450	100	101	126	123	22	26	19	25	14	19	24	36	31	20	43	27	25	28	39	29	1398.00	55.333333333333336	139111.48
951	220	206	294	231	52	50	52	47	30	32	52	81	74	72	80	58	45	41	93	44	2952.00	55.20504731861199	295174.77
915	187	219	249	260	41	52	27	54	35	39	46	88	47	54	88	51	51	63	74	59	2848.00	55.62841530054645	282365.48
822	190	197	253	182	38	59	45	34	31	44	29	77	59	49	81	53	48	29	67	34	2514.00	52.91970802919708	255373.49
1149	281	254	299	315	67	69	55	67	42	56	73	76	76	59	92	66	74	62	96	71	3526.00	53.43777197563098	354818.95
3222	759	663	953	847	185	163	143	190	102	111	165	268	238	201	299	189	156	171	327	164	10044.00	55.865921787709496	998092.05
5498361	1361464	1358156	1392523	1386218	303734	370824	283825	303711	254381	303601	316443	384408	319802	303554	444418	275543	384177	280854	399541	273273	16554204.00	50.53762384827042	1698857015.96
396	119	95	107	75	32	32	28	16	24	18	21	30	34	26	25	18	18	17	27	11	1156.00	45.95959595959596	123101.61
5497989	1361389	1358106	1392425	1386069	303718	370813	283812	303679	254381	303606	316412	384381	319792	303526	444378	275528	384131	280836	399503	273235	16552966.00	50.5365507279116	1698742965.54
5497794	1361349	1358050	1392371	1386024	303707	370800	283795	303688	254373	303576	316398	384384	319783	303530	444345	275512	384127	280825	399479	273229	16552378.00	50.53654247503635	1698682612.16
5497026	1361148	1357846	1392190	1385842	303667	370735	283750	303646	254335	303536	316342	384337	319733	303476	444304	275482	384063	280803	399426	273189	16550116.00	50.536999461163184	1698445384.89
5497362	1361261	1357921	1392235	1385945	303697	370769	283773	303659	254347	303550	316385	384341	319752	303488	444329	275475	384102	280816	399455	273206	16551084.00	50.53660282877497	1698548191.71
5497437	1361270	1357963	1392289	1385915	303704	370789	283774	303649	254352	303564	316373	384360	319770	303490	444331	275497	384090	280806	399457	273206	16551282.00	50.536349939071606	1698572888.34
5497065	1361102	1357930	1392174	1385859	303657	370755	283717	303619	254330	303565	316379	384343	319713	303482	444315	275468	384048	280815	399450	273192	16550196.00	50.53665910808768	1698456178.42
771	202	167	210	192	49	48	52	33	28	38	37	56	52	36	78	42	53	37	58	37	2346.00	52.14007782101167	238742.14
942	226	189	271	256	49	52	45	58	30	33	51	68	54	50	99	64	71	47	90	43	2938.00	55.9447983014862	291540.54
1287	297	284	384	322	74	81	58	59	40	55	65	108	90	75	119	85	68	57	118	69	3986.00	54.85625485625486	398962.82
288	61	63	95	69	13	15	14	13	6	10	15	31	20	22	27	22	16	15	24	11	904.00	56.94444444444444	89515.89
1332	238	383	392	319	42	97	35	50	51	85	79	133	78	84	113	94	53	82	107	65	4086.00	53.37837837837838	412364.86
531	114	126	148	143	21	39	19	27	19	22	34	41	30	18	57	36	35	37	46	21	1644.00	54.80225988700565	164127.37
1863	363	460	600	440	77	119	71	69	51	88	89	196	126	109	200	142	82	108	168	68	5806.00	55.823939881910896	578404.38
591	149	138	159	145	32	44	26	34	28	28	37	35	41	35	43	34	36	21	57	29	1790.00	51.43824027072758	182939.54
234	66	54	58	56	17	13	12	17	10	10	11	22	17	15	19	6	14	15	18	8	696.00	48.717948717948715	72404.20
315	83	88	71	73	17	27	14	21	22	28	10	20	21	15	24	9	19	10	26	15	918.00	45.714285714285715	97267.05
5497731	1361336	1358051	1392344	1386000	303719	370803	283774	303680	254365	303585	316397	384384	319777	303518	444342	275509	384115	280825	399479	273223	16552150.00	50.53619393164198	1698663015.75
5498202	1361436	1358143	1392461	1386162	303727	370825	283818	303697	254384	303604	316437	384388	319793	303538	444399	275529	384163	280846	399524	273260	16553650.00	50.536939166658485	1698807686.72
5497758	1361336	1358040	1392340	1386042	303707	370802	283793	303674	254370	303576	316406	384367	319766	303514	444359	275502	384133	280827	399479	273235	16552280.00	50.53663693454677	1698670498.44
5497590	1361299	1358028	1392286	1385977	303698	370796	283777	303670	254363	303580	316397	384364	319771	303497	444327	275499	384109	280831	399454	273225	16551706.00	50.536016690950035	1698618685.54
5497293	1361267	1357899	1392220	1385907	303709	370771	283755	303666	254361	303538	316355	384337	319737	303491	444307	275489	384094	280791	399443	273213	16550840.00	50.53627303474637	1698527451.70
5496225	1360984	1357631	1391949	1385661	303652	370704	283693	303587	254267	303487	316311	384259	319693	303374	444263	275425	384024	280759	399378	273154	16547670.00	50.536686543946075	1698196936.96
816	188	197	250	181	43	54	50	25	28	44	29	79	51	51	83	54	50	31	56	36	2494.00	52.818627450980394	253470.28
753	242	196	174	141	65	61	40	50	51	42	32	61	57	37	32	40	43	46	25	20	2136.00	41.832669322709165	233492.32
5497920	1361382	1358076	1392409	1386053	303722	370806	283813	303677	254372	303592	316409	384381	319790	303531	444366	275521	384134	280825	399493	273235	16552764.00	50.53660293347302	1698721753.10
5495673	1360897	1357556	1391778	1385442	303640	370698	283657	303560	254304	303473	316243	384243	319675	303385	444141	275397	383936	280707	399301	273137	16545786.00	50.534666090941	1698027248.48
5496228	1361007	1357708	1391922	1385591	303648	370721	283693	303608	254312	303509	316302	384294	319693	303425	444196	275424	384017	280763	399327	273134	16547482.00	50.534894112835204	1698198432.30
5497884	1361389	1358058	1392364	1386073	303726	370805	283803	303686	254372	303586	316422	384360	319774	303516	444360	275514	384148	280833	399487	273239	16552642.00	50.536479125423526	1698709439.44
5497077	1361204	1357890	1392144	1385839	303696	370768	283744	303638	254354	303548	316357	384323	319736	303459	444289	275468	384060	280807	399417	273189	16550120.00	50.53563921334921	1698460297.94
5496879	1361164	1357882	1392076	1385757	303677	370764	283738	303636	254353	303545	316359	384316	319739	303474	444229	275444	384046	280790	399388	273175	16549424.00	50.53473070809818	1698399237.22
879	195	219	243	222	42	62	45	35	34	48	58	58	53	47	78	49	55	41	75	45	2688.00	52.901023890784984	271906.99
765	126	223	248	168	25	48	23	22	25	53	40	87	33	62	73	70	34	42	59	28	2362.00	54.37908496732026	237542.72
5497881	1361372	1358088	1392387	1386034	303714	370817	283799	303678	254373	303594	316407	384384	319786	303522	444351	275523	384135	280825	399476	273233	16552604.00	50.5362156801866	1698709534.37
5496969	1361117	1357983	1392110	1385759	303664	370775	283704	303624	254349	303574	316393	384346	319732	303501	444217	275473	384022	280812	399400	273164	16549676.00	50.534558226542664	1698427011.40
5497596	1361313	1357984	1392306	1385993	303704	370813	283772	303667	254365	303551	316399	384366	319772	303502	444340	275493	384115	280816	399476	273218	16551790.00	50.53661636831808	1698620896.96
570	177	147	137	109	44	45	40	32	38	31	28	39	50	24	28	29	29	36	23	18	1632.00	43.1578947368421	176793.99
5496921	1361165	1357852	1392099	1385805	303685	370754	283723	303648	254347	303541	316360	384296	319712	303467	444262	275466	384066	280781	399422	273181	16549650.00	50.53563622253258	1698411877.10
5497974	1361379	1358092	1392413	1386090	303710	370820	283797	303694	254381	303591	316414	384384	319795	303526	444367	275523	384135	280832	399507	273246	16552954.00	50.53685230232082	1698737697.12
5497179	1361248	1357892	1392184	1385855	303697	370778	283771	303648	254353	303531	316372	384335	319752	303476	444295	275467	384092	280806	399417	273183	16550436.00	50.53572023032177	1698492482.56
5497488	1361285	1357983	1392272	1385948	303701	370775	283784	303666	254359	303568	316388	384350	319770	303504	444309	275489	384096	280818	399449	273221	16551416.00	50.536172157174335	1698587616.80
5497008	1361195	1357829	1392149	1385835	303686	370752	283768	303629	254336	303526	316359	384308	319731	303467	444292	275460	384082	280784	399414	273191	16549984.00	50.53629174270803	1698439412.60
5498493	1361500	1358215	1392540	1386238	303743	370846	283824	303717	254392	303621	316453	384415	319809	303554	444419	275551	384186	280860	399543	273275	16554542.00	50.53708352452208	1698897618.93
945	251	261	226	207	58	71	58	47	51	63	52	74	52	64	71	35	73	42	55	32	2756.00	45.82010582010582	292288.44
1725	394	421	501	409	80	117	79	87	71	84	107	136	106	111	133	126	106	86	135	73	5270.00	52.7536231884058	534694.23
492	125	124	137	106	28	41	24	19	22	32	24	40	36	29	43	23	26	16	44	17	1470.00	49.390243902439025	152643.26
87	25	23	21	18	8	5	5	4	3	7	2	7	3	5	8	3	8	2	4	3	252.00	44.827586206896555	26963.22
1005	218	236	283	268	51	49	45	57	34	46	51	92	63	63	101	50	55	65	89	50	3112.00	54.82587064676617	310752.62
459	115	104	129	111	25	28	30	24	16	21	24	40	32	27	40	24	34	25	29	18	1398.00	52.287581699346404	142239.60
942	218	207	271	246	50	55	50	46	31	39	53	73	72	46	90	52	48	56	85	48	2918.00	54.88322717622081	291618.55
366	100	81	101	84	23	26	23	19	12	16	14	33	31	16	34	17	25	17	25	16	1102.00	50.54644808743169	113519.38
1767	414	405	507	441	102	96	81	102	89	82	89	123	102	114	157	115	88	91	169	78	5430.00	53.65025466893039	547320.32
1488	324	326	473	365	68	84	68	82	49	53	66	142	103	87	156	108	83	86	135	56	4652.00	56.31720430107527	461929.65
1359	312	303	390	354	80	65	61	83	53	65	54	116	74	76	143	82	81	82	117	66	4206.00	54.746136865342166	420669.64
1083	192	316	317	258	34	64	26	55	50	70	64	110	44	89	89	79	51	71	86	46	3316.00	53.0932594644506	335245.89
1317	293	297	401	326	68	74	56	72	49	55	53	125	85	79	137	85	68	74	120	57	4088.00	55.20121488230828	408417.73
1245	236	351	365	293	41	79	43	56	57	76	77	121	70	90	107	84	51	86	103	49	3806.00	52.85140562248996	385596.98
1068	235	235	341	257	58	60	50	46	41	43	44	98	53	77	110	85	62	46	92	50	3332.00	55.99250936329588	331685.88
1476	336	334	431	375	76	92	66	81	51	73	69	120	100	90	134	91	88	58	138	78	4564.00	54.607046070460704	457186.85
921	224	221	282	194	49	52	66	41	44	46	41	77	69	62	77	61	46	48	65	32	2794.00	51.68295331161781	286340.30
831	209	177	250	195	50	52	53	42	27	34	37	70	64	40	81	56	56	42	62	32	2552.00	53.54993983152828	258012.30
1263	314	289	386	274	76	82	80	57	56	53	65	105	89	95	105	84	74	49	104	43	3846.00	52.25653206650831	392585.98
1152	271	256	350	275	64	68	58	63	40	40	59	109	81	72	109	77	68	68	95	38	3554.00	54.25347222222222	357517.50
918	212	236	237	233	46	67	31	53	38	48	56	78	58	59	74	39	55	46	82	45	2776.00	51.19825708061002	283608.55
513	121	112	125	155	33	26	24	30	18	29	27	31	22	17	61	23	41	33	44	29	1586.00	54.580896686159846	157959.56
2706	718	576	747	665	181	153	150	165	106	88	146	218	203	170	218	140	159	147	223	123	8236.00	52.18033998521803	838338.27
399	115	91	117	76	37	28	21	16	20	18	16	31	28	25	28	30	17	14	29	12	1184.00	48.37092731829574	124213.25
5498382	1361485	1358181	1392518	1386198	303741	370842	283823	303710	254397	303608	316438	384411	319807	303553	444412	275542	384171	280851	399538	273267	16554196.00	50.53697615043844	1698863768.46
