844	187	182	219	256	28	48	57	41	33	38	60	37	40	43	84	43	74	39	72	55	2638.00	56.279620853080566	260077.43
1231	279	280	321	351	50	76	72	65	50	59	81	70	64	66	111	66	100	58	99	73	3806.00	54.5897644191714	379754.63
1200	278	287	326	309	62	76	53	71	44	65	72	87	75	71	94	73	82	55	100	61	3670.00	52.916666666666664	371071.17
1806	414	400	500	492	91	104	94	98	65	89	110	111	97	111	166	103	135	70	169	96	5596.00	54.928017718715395	558243.18
2274	484	542	620	628	89	136	132	106	74	128	161	141	126	134	218	116	175	106	205	118	7044.00	54.88126649076517	702196.50
3692	816	956	964	956	140	233	216	194	174	225	251	248	205	259	284	192	265	180	284	191	11224.00	52.00433369447454	1140215.51
2608	609	675	678	646	110	172	151	148	152	150	159	182	140	209	175	139	179	113	191	133	7864.00	50.76687116564417	806104.23
294	80	89	71	54	19	22	17	14	22	23	11	20	20	15	18	16	11	16	16	6	838.00	42.51700680272109	91137.17
1076	292	229	269	286	67	71	60	70	50	43	59	61	68	47	85	56	84	52	78	59	3262.00	51.57992565055762	332396.94
3576	771	842	942	1021	134	199	194	205	122	182	264	218	169	207	346	187	308	197	310	185	11078.00	54.89373601789709	1102997.48
5420	1185	1255	1468	1512	217	299	321	279	194	273	379	319	271	323	527	296	435	269	481	289	16800.00	54.981549815498155	1673447.33
3120	675	728	855	862	127	185	171	150	118	158	193	195	170	185	300	170	219	136	289	186	9674.00	55.032051282051285	963630.81
2396	498	564	677	657	81	143	128	126	83	119	145	173	133	159	231	132	182	98	222	139	7460.00	55.67612687813022	740424.65
3212	683	702	908	919	123	172	182	168	92	153	200	204	159	191	334	192	272	132	298	193	10078.00	56.88044831880448	992158.71
2038	458	449	575	556	95	114	116	98	68	100	113	132	100	111	217	126	160	88	180	111	6338.00	55.49558390578999	630127.81
85	22	23	22	18	4	6	6	6	3	7	4	6	7	4	5	5	8	3	4	2	250.00	47.05882352941177	26352.80
784	172	164	204	244	37	40	37	48	30	32	54	43	35	46	84	36	61	41	84	48	2464.00	57.142857142857146	241495.58
2291	556	392	627	716	117	110	159	139	75	75	112	112	116	97	284	108	218	91	226	159	7268.00	58.62068965517241	706870.83
2568	616	497	702	753	127	115	188	148	83	119	121	128	129	118	291	136	240	99	222	173	8046.00	56.6588785046729	792993.68
1354	312	353	347	342	66	64	93	66	56	102	82	72	71	83	111	73	96	62	100	74	4086.00	50.886262924667655	418253.27
1886	437	437	512	500	88	117	123	82	68	94	106	139	122	99	182	93	133	97	141	108	5796.00	53.65853658536585	582966.01
2590	590	622	695	683	121	152	164	118	88	142	155	190	149	150	243	130	198	130	188	139	7936.00	53.204633204633204	800327.29
2015	423	489	533	570	89	105	96	100	64	124	129	126	87	122	191	115	151	91	178	128	6236.00	54.7394540942928	621555.21
2493	518	595	671	709	98	151	109	128	86	146	154	158	113	142	248	148	190	104	236	152	7746.00	55.35499398315283	769180.99
2661	570	657	705	729	109	176	112	147	103	151	167	184	133	151	251	155	200	126	239	144	8190.00	53.88951521984217	821304.34
1749	368	455	465	461	71	107	74	98	72	108	106	128	96	107	152	99	112	92	153	93	5350.00	52.94453973699257	540079.47
743	229	256	144	114	56	91	35	26	67	71	33	58	50	37	34	20	35	30	28	18	2002.00	34.72409152086137	229988.14
317	76	126	65	50	17	31	16	7	24	39	20	25	17	20	12	14	13	18	8	9	864.00	36.277602523659304	98007.53
81	22	30	15	14	6	8	3	5	8	10	1	5	2	3	5	4	6	3	2	2	220.00	35.80246913580247	25020.99
601	170	175	133	123	44	43	26	39	41	48	24	42	33	28	40	23	34	36	32	18	1714.00	42.59567387687188	185850.68
5498574	1361523	1358233	1392562	1386256	303748	370850	283832	303721	254399	303623	316457	384420	319816	303561	444426	275552	384188	280864	399551	273278	16554784.00	50.53706651942849	1698922745.96
5498564	1361521	1358231	1392558	1386254	303747	370850	283831	303721	254398	303623	316456	384420	319816	303559	444425	275550	384188	280864	399550	273278	16554752.00	50.537049309601564	1698919615.97
5498574	1361523	1358233	1392562	1386256	303748	370850	283832	303721	254399	303623	316457	384420	319816	303561	444426	275552	384188	280864	399551	273278	16554784.00	50.53706651942849	1698922745.96
5498571	1361523	1358231	1392561	1386256	303748	370851	283831	303721	254398	303622	316457	384420	319817	303559	444426	275552	384188	280864	399551	273278	16554776.00	50.537075905721686	1698921808.36
5498577	1361524	1358234	1392563	1386256	303748	370851	283832	303721	254399	303623	316457	384421	319816	303561	444426	275552	384189	280864	399551	273278	16554792.00	50.53705713314554	1698923692.56
5498574	1361523	1358233	1392562	1386256	303748	370851	283831	303721	254399	303623	316457	384420	319815	303561	444426	275552	384189	280864	399551	273278	16554784.00	50.53706651942849	1698922745.96
5498570	1361522	1358232	1392561	1386255	303748	370850	283832	303720	254399	303623	316457	384419	319815	303561	444426	275552	384188	280863	399551	273278	16554772.00	50.537066910123905	1698921510.17
5498574	1361523	1358233	1392562	1386256	303747	370850	283832	303721	254399	303623	316457	384420	319816	303561	444426	275552	384189	280864	399551	273278	16554784.00	50.53706651942849	1698922745.96
60	18	12	17	13	2	4	5	5	2	3	2	2	8	0	4	5	4	2	5	2	180.00	50.0	18661.91
100	24	31	29	16	6	8	4	5	8	7	3	9	8	6	5	8	1	6	6	2	290.00	45.0	31138.84
230	63	76	47	44	18	18	7	15	17	20	13	15	13	11	12	10	10	16	14	3	642.00	39.56521739130435	71065.38
61	17	22	9	13	5	5	1	5	5	9	2	1	2	1	3	2	4	3	4	2	166.00	36.0655737704918	18756.99
59	18	18	14	9	6	2	6	2	5	6	1	3	3	3	5	3	2	4	2	1	164.00	38.983050847457626	18342.73
287	59	73	69	86	9	16	12	17	4	18	25	17	15	13	25	13	27	17	23	16	884.00	54.00696864111498	88288.14
949	234	227	239	249	57	53	52	47	31	53	64	58	43	49	84	52	79	51	66	48	2874.00	51.422550052687036	293046.67
1362	335	318	355	354	79	86	79	65	53	70	82	93	57	73	140	70	121	68	98	62	4142.00	52.055800293685756	420914.08
844	212	213	206	213	45	66	47	40	43	52	48	57	37	42	85	33	73	39	60	34	2526.00	49.644549763033176	260623.08
1236	290	297	304	345	57	85	79	52	57	64	74	89	58	67	123	44	102	67	80	79	3770.00	52.50809061488673	381039.60
2576	593	611	674	698	121	167	147	123	115	128	143	192	120	155	247	123	203	127	183	155	7896.00	53.26086956521739	795345.19
1834	412	431	502	489	88	108	93	99	78	91	92	143	80	120	177	105	143	84	141	103	5650.00	54.034896401308615	566837.62
1535	345	377	419	394	73	82	90	74	58	99	87	104	78	97	145	80	111	69	126	77	4696.00	52.96416938110749	474630.00
980	222	244	257	257	45	56	59	48	43	63	63	60	51	63	87	43	69	46	82	54	2988.00	52.44897959183673	302698.64
5498574	1361523	1358233	1392562	1386256	303748	370851	283832	303720	254399	303623	316457	384420	319816	303561	444426	275552	384188	280864	399551	273278	16554784.00	50.53706651942849	1698922745.96
1412	381	288	343	400	72	85	101	102	78	60	59	75	81	66	121	66	129	61	92	97	4310.00	52.62039660056657	435547.68
1913	545	458	432	478	126	131	124	125	113	105	86	116	105	105	138	77	162	78	108	107	5646.00	47.56926293779404	590481.89
160	56	42	34	28	17	13	13	7	13	11	8	7	12	8	7	6	8	6	7	5	444.00	38.75	49623.78
207	67	55	50	35	20	19	10	9	17	14	7	12	14	14	8	12	7	3	14	8	584.00	41.06280193236715	64315.13
1923	370	522	556	475	60	106	86	94	74	121	106	188	100	147	179	106	113	114	152	83	5908.00	53.61414456578263	595093.11
